Site Name 	SO2 Average 	Maximum	Longitude	Latitude	Months 	
Linyuan	1.85	4.1	120.41175	22.4795	Nov-20	
Nanzi	2.26	6.4	120.328289	22.733667	Nov-20	
Zuoying	2.42	5.4	120.292917	22.674861	Nov-20	
Qianjin	2.73	7.2	120.2867611	22.63390278	Nov-20	
Qianzhen	2.72	7.6	120.3083336	22.6044507	Nov-20	
Xiaogang	1.73	7.7	120.337736	22.565833	Nov-20	
Pingtung	3.5	8.3	120.488033	22.673081	Nov-20	
Chaozhou	2.35	5.2	120.561175	22.523108	Nov-20	
Hengchun	2.26	5.1	120.788928	21.958069	Nov-20	
Taitung	2.88	6.7	121.15045	22.755358	Nov-20	
Hualien	2.86	11.9	121.599769	23.971306	Nov-20	
Yangming	3.45	22.5	121.529583	25.182722	Nov-20	
Yilan	3.86	11.4	121.746394	24.747917	Nov-20	
Dongshan	2.35	5.4	121.792928	24.632203	Nov-20	
Sanchong	2.33	6.9	121.493806	25.072611	Nov-20	
Zhongli	4.28	21.6	121.221667	24.953278	Nov-20	
Zhushan	2.36	10.4	120.677306	23.756389	Nov-20	
Yonghe	0.76	2.2	121.516306	25.017	Nov-20	
Fuxing	2.13	14.3	120.312017	22.608711	Nov-20	
Puli	2.15	5.3	120.967903	23.968842	Nov-20	
Matsu	1.31	5.3	119.9314938	26.15188416	Nov-20	
Kinmen	1.23	4.1	118.312256	24.432133	Nov-20	
Magong	0.94	1.9	119.566158	23.569031	Nov-20	
Guanshan	1.01	11.6	121.161933	23.045083	Nov-20	
Mailiao	1.07	6.4	120.251825	23.753506	Nov-20	
FugueiCape	2.63	14.6	121.5365689	25.29681695	Nov-20	
Dacheng	2.78	9.1	120.2696417	23.85493056	Nov-20	
Keelung	1.54	7.6	121.760056	25.129167	Dec-20	
Xizhi	1.3	4.3	121.64081	25.06624	Dec-20	
Wanli	1.87	10.6	121.689881	25.179667	Dec-20	
Xindian	2.03	5.1	121.537778	24.977222	Dec-20	
Tucheng	2.37	7.3	121.451861	24.982528	Dec-20	
Banqiao	1.87	7.3	121.458667	25.012972	Dec-20	
Xinzhuang	1.65	5.9	121.4325	25.037972	Dec-20	
Cailiao	2	8.5	121.481028	25.06895	Dec-20	
Linkou	2.52	14.4	121.3654898	25.07798949	Dec-20	
Tamsui	1.46	8.5	121.449239	25.1645	Dec-20	
Shilin	1.49	7.2	121.5166636	25.10334003	Dec-20	
Zhongshan	1.86	5.2	121.526528	25.062361	Dec-20	
Wanhua	2.45	6.9	121.507972	25.046503	Dec-20	
Guting	1.58	9.4	121.529556	25.020608	Dec-20	
Songshan	1.68	6.4	121.578611	25.05	Dec-20	
Datong	2.3	7.4	121.5134207	25.06331455	Dec-20	
Taoyuan	1.68	11.1	121.3050053	24.9947107	Dec-20	
Dayuan	1.53	7.2	121.2025147	25.06100357	Dec-20	
Guanyin	1.47	5.5	121.0828309	25.03556747	Dec-20	
Pingzhen	0.33	6	121.203986	24.952786	Dec-20	
Longtan	2.81	17.8	121.2164577	24.86400048	Dec-20	
Hukou	3.3	20.1	121.0388689	24.90009696	Dec-20	
Zhudong	1.73	6.3	121.0889549	24.74091408	Dec-20	
Hsinchu	2.57	11.6	120.9723675	24.8056356	Dec-20	
Toufen	2.25	6.5	120.8986929	24.69690679	Dec-20	
Miaoli	2.31	6.4	120.8201147	24.56499183	Dec-20	
Sanyi	2.22	17	120.7595675	24.38248443	Dec-20	
Fengyuan	1.76	5.4	120.7425241	24.25699731	Dec-20	
Shalu	1.48	4.9	120.568794	24.225628	Dec-20	
Dali	1.72	6.5	120.6784444	24.09961111	Dec-20	
Zhongming	2.59	10.6	120.641092	24.151958	Dec-20	
Xitun	1.89	8.4	120.616917	24.162197	Dec-20	
Changhua	1.77	6	120.541519	24.066	Dec-20	
Xianxi	2.18	5.7	120.469061	24.131672	Dec-20	
Erlin	2.71	7.9	120.409653	23.925175	Dec-20	
Nantou	1.88	5.7	120.685306	23.913	Dec-20	
Douliu	1.65	37	120.544994	23.711853	Dec-20	
Lunbei	1.83	9.3	120.348742	23.757547	Dec-20	
Xingang	2.13	8.5	120.345531	23.554839	Dec-20	
Puzi	1.38	3.4	120.2478	23.46538	Dec-20	
Taixi	2.19	9.2	120.1993333	23.702175	Dec-20	
Chiayi	3.83	13.4	120.4412515	23.46477865	Dec-20	
Xinying	3.36	16.6	120.31725	23.305633	Dec-20	
Shanhua			120.2974053	23.11337642	Dec-20	
Annan	2.66	7.2	120.2175	23.048197	Dec-20	
Tainan	2.01	9.3	120.22085	22.99123	Dec-20	
Meinong	2.23	6.9	120.530542	22.883583	Dec-20	
Qiaotou	2.2	8.3	120.305689	22.757506	Dec-20	
Renwu	2.84	25.5	120.332631	22.689056	Dec-20	
Fengshan	2.55	29.3	120.357422	22.628126	Dec-20	
Daliao	2.7	7.1	120.425311	22.56413611	Dec-20	
Linyuan	2.1	9.1	120.41175	22.4795	Dec-20	
Nanzi	2.09	6.5	120.328289	22.733667	Dec-20	
Zuoying	2.68	8.4	120.292917	22.674861	Dec-20	
Qianjin	2.41	7.6	120.2867611	22.63390278	Dec-20	
Qianzhen	2.82	8.3	120.3083336	22.6044507	Dec-20	
Xiaogang	1.63	8.5	120.337736	22.565833	Dec-20	
Pingtung	2.88	17.3	120.488033	22.673081	Dec-20	
Chaozhou	2.57	7.1	120.561175	22.523108	Dec-20	
Hengchun	2.27	6.8	120.788928	21.958069	Dec-20	
Taitung	2.66	8.6	121.15045	22.755358	Dec-20	
Hualien	2.8	10.9	121.599769	23.971306	Dec-20	
Yangming	3.5	26.1	121.529583	25.182722	Dec-20	
Yilan	3.8	18.5	121.746394	24.747917	Dec-20	
